catalog_number,model,lens,iso,focal_length,flash,f-stop,shutter_speed,dimensions,original_file_size,recorder,microphone,accessories,camera,common_name,scientific_name,photographer,date,year,rating,num_ratings,location,normalized_rating
614914783,X-T3,XF150-600mmF5.6-8 R LM OIS WR,1600,600 mm,Flash did not fire,f/8.0,0.01 sec,6240 pixels x 4160 pixels,12.46 MB,,,,,Ruby-crowned Kinglet,Corthylio calendula,Alex Leeder,2024-02-16,2024,4.95,57,North America,4.95
459618071,Canon EOS R5,EF400mm f/2.8L IS II USM,2000,400 mm,Flash did not fire,f/2.8,1/640 sec,2000 pixels x 1334 pixels,774.54 KB,,,,,Barred Owl,Strix varia,Nick Parayko,2022-06-13,2022,4.95,41,North America,4.95
443400591,Canon EOS 90D,EF100-400mm f/4.5-5.6L IS II USM,200,400 mm,Flash did not fire,f/6.3,1/1000 sec,6503 pixels x 3989 pixels,1.73 MB,,,,,Least Tern,Sternula antillarum,Jared Conaway,2022-05-01,2022,4.95,95,North America,4.95
621895925,NIKON Z 5,NIKKOR Z 180-600mm f/5.6-6.3 VR,2000,330 mm,Flash did not fire,f/8.0,1/2500 sec,3255 pixels x 2173 pixels,782.86 KB,,,,,Green Heron,Butorides virescens,Kayann Cassidy,2024-07-26,2024,4.95,56,North America,4.95
97077211,E-M1MarkII,LEICA DG 100-400/F4.0-6.3,320,400 mm,Flash did not fire,f/6.3,1/1000 sec,2738 pixels x 2054 pixels,3.92 MB,,,,,White Woodpecker,Melanerpes candidus,James Moore (Maryland),2017-07-26,2017,4.95,22,South America,4.95
179183091,NIKON D500,TAMRON SP AF 150-600mm F5-6.3 VC USD A011N,500,600 mm,Flash did not fire,f/6.3,1/2000 sec,2048 pixels x 1365 pixels,1.08 MB,,,,,Northern Pintail,Anas acuta,Levi Plummer,2019-09-21,2019,4.95,101,North America,4.95
160532871,NIKON D5200,100.0-400.0 mm f/4.5-6.3,1600,270 mm,Flash did not fire,f/7.1,1/1000 sec,2441 pixels x 1893 pixels,2.86 MB,,,,,Spot-flanked Gallinule,Porphyriops melanops,Diego Villagran,2019-05-19,2019,4.95,22,South America,4.95
324613421,ILCE-7M3,FE 200-600mm F5.6-6.3 G OSS,800,600 mm,Flash did not fire,f/8.0,1/1000 sec,2657 pixels x 1771 pixels,4.35 MB,,,,,Sandhill Crane,Antigone canadensis,Justin Bright,2021-04-09,2021,4.95,96,North America,4.95
442263481,NIKON D7000,150.0-600.0 mm f/5.0-6.3,640,550 mm,Flash did not fire,f/8.0,1/800 sec,3352 pixels x 2379 pixels,1.86 MB,,,,,Yellow-billed Tit-Tyrant,Anairetes flavirostris,Joaquin Muñoz,2022-04-30,2022,4.95,22,South America,4.95
610670629,NIKON D750,150.0-600.0 mm f/5.0-6.3,1250,500 mm,Flash did not fire,f/8.0,1/1250 sec,1935 pixels x 1292 pixels,1.07 MB,,,,,Blackish Rail,Pardirallus nigricans,Daniel Restrepo (5-22 Fotografía Biodiversa),2023-10-26,2023,4.95,22,South America,4.95
614817204,Canon EOS R6,RF100-500mm F4.5-7.1 L IS USM,800,500 mm,Flash did not fire,f/7.1,1/2000 sec,2466 pixels x 1644 pixels,1.69 MB,,,,,Blue Petrel,Halobaena caerulea,Daniel Danckwerts (Rockjumper Birding Tours),2022-11-02,2022,4.95,22,South America,4.95
207415921,NIKON D750,,1000,500 mm,"Flash did not fire, auto",f/5.6,1/1600 sec,5373 pixels x 3582 pixels,9.78 MB,,,,,Surfbird,Calidris virgata,Paul Maury,2019-09-29,2019,4.95,102,North America,4.95
459903931,Canon EOS 90D,150-600mm F5-6.3 DG OS HSM | Contemporary 015,6400,403 mm,Flash did not fire,f/6.3,1/640 sec,2048 pixels x 1638 pixels,1.85 MB,,,,,Eastern Yellow Robin,Eopsaltria australis,Ben Johns,2022-06-11,2022,4.95,42,Australia,4.95
35210441,Canon EOS 5D Mark III,EF100-400mm f/4.5-5.6L IS II USM,800,349 mm,"Flash did not fire, auto",f/5.6,1/6400 sec,3576 pixels x 2384 pixels,1.29 MB,,,,,Atlantic Yellow-nosed Albatross,Thalassarche chlororhynchos,Daniel Mantle,2016-08-21,2016,4.95,42,Australia,4.95
524531131,NIKON Z 9,NIKKOR Z 400mm f/4.5 VR S,280,400 mm,Flash did not fire,f/5.0,1/800 sec,4545 pixels x 3028 pixels,2.62 MB,,,,,American Bittern,Botaurus lentiginosus,Stevan Hubbard,2023-01-15,2023,4.95,116,North America,4.95
251763511,Canon EOS 5D Mark III,EF100-400mm f/4.5-5.6L IS II USM,1250,100 mm,Flash did not fire,f/13.0,1/1250 sec,2576 pixels x 1872 pixels,3.46 MB,,,,,Antarctic Prion,Pachyptila desolata,Chris Burwell,2020-07-25,2020,4.95,39,Australia,4.95
580581231,Canon EOS R5,EF500mm f/4L IS II USM +1.4x III,320,700 mm,Flash did not fire,f/5.6,1/1600 sec,1420 pixels x 947 pixels,654.69 KB,,,,,Stejneger's Scoter,Melanitta stejnegeri,Enric Fernandez,2023-06-02,2023,4.95,41,North America,4.95
43164261,Canon EOS 70D,EF500mm f/4L IS USM,640,500 mm,"Flash did not fire, auto",f/5.6,1/800 sec,4816 pixels x 3097 pixels,4.35 MB,,,,,Eurasian Dotterel,Eudromias morinellus,Ian Davies,2015-06-18,2015,4.95,938,Europe,4.95
68935601,Canon EOS 5D Mark IV,EF100-400mm f/4.5-5.6L IS II USM,320,330 mm,"Flash did not fire, auto",f/8.0,1/1600 sec,1200 pixels x 800 pixels,343.93 KB,,,,,African Oystercatcher,Haematopus moquini,Sharon Kennedy,2017-09-02,2017,4.95,20,Africa,4.95
228848821,NIKON D500,500.0 mm f/5.6,1250,500 mm,Flash did not fire,f/7.1,1/6400 sec,3003 pixels x 2002 pixels,4 MB,,,,,Common Merganser,Mergus merganser,Maryse Neukomm,2020-04-29,2020,4.95,252,Europe,4.95
58190091,Canon EOS REBEL T3i,EF100-400mm f/4.5-5.6L IS II USM,320,400 mm,"Flash did not fire, auto",f/10.0,1/800 sec,2208 pixels x 1854 pixels,1.43 MB,,,,,Cassin's Finch,Haemorhous cassinii,Milton Vine,2017-05-15,2017,4.95,38,North America,4.95
318078351,NIKON D7500,,100,420 mm,Flash did not fire,f/5.6,1/500 sec,4082 pixels x 2722 pixels,2.01 MB,,,,,Oriental Greenfinch,Chloris sinica,Jugdernamjil Nergui,2021-03-16,2021,4.95,21,Asia,4.95
614937016,Canon EOS R6,RF200-800mm F6.3-9 IS USM,8000,570 mm,Flash did not fire,f/9.0,1/500 sec,4560 pixels x 2569 pixels,11.04 MB,,,,,Jack Snipe,Lymnocryptes minimus,Vojta Fejkl,2024-02-17,2024,4.95,149,Europe,4.95
175414741,Canon EOS-1D X Mark II,EF800mm f/5.6L IS USM,1600,800 mm,"Flash did not fire, auto",f/8.0,1/125 sec,2954 pixels x 3634 pixels,6.57 MB,,,,,Rufous-throated Partridge,Arborophila rufogularis,Rahul  Sharma,2018-09-04,2018,4.95,39,Asia,4.95
160096501,NIKON D500,300.0 mm f/4.0,400,420 mm,Flash did not fire,f/7.1,1/1250 sec,1000 pixels x 874 pixels,661.69 KB,,,,,Seaside Sparrow,Ammospiza maritima,Bert Filemyr,2019-05-21,2019,4.95,38,North America,4.95
305554181,Canon EOS R5,EF500mm f/4L IS II USM +1.4x III,1600,700 mm,Flash did not fire,f/5.6,1/400 sec,1580 pixels x 1080 pixels,855.05 KB,,,,,Common Kingfisher,Alcedo atthis,Lars Petersson | My World of Bird Photography,2021-02-02,2021,4.95,170,Europe,4.95
255306661,Canon EOS 7D Mark II,EF400mm f/5.6L USM,800,400 mm,Flash did not fire,f/7.1,1/1000 sec,3648 pixels x 5472 pixels,6.31 MB,,,,,Greater Flamingo,Phoenicopterus roseus,Rajdeep Mitra,2019-06-06,2019,4.95,62,Asia,4.95
481904731,NIKON D7500,,400,600 mm,Flash did not fire,f/6.3,1/800 sec,5568 pixels x 3712 pixels,10.25 MB,,,,,Double-crested Cormorant,Nannopterum auritum,Lambert Gauthier,2022-09-03,2022,4.95,39,North America,4.95
299537801,NIKON D500,200.0-500.0 mm f/5.6,640,200 mm,Flash did not fire,f/5.6,1/1600 sec,2441 pixels x 1982 pixels,2.87 MB,,,,,Indian Paradise-Flycatcher,Terpsiphone paradisi,Ravi Arunachalam,2018-12-09,2018,4.95,88,Asia,4.95
204359721,Canon EOS 7D Mark II,EF300mm f/2.8L IS II USM,640,300 mm,"Flash did not fire, auto",f/4.0,1/500 sec,1920 pixels x 1280 pixels,673.71 KB,,,,,Bearded Reedling,Panurus biarmicus,Carlos M García,2017-10-14,2017,4.95,42,Europe,4.95
621688721,OM-1,OM 150-400mm F4.5 TC + MC-14,500,700 mm,Flash did not fire,f/8.0,1/400 sec,2000 pixels x 1500 pixels,1.89 MB,,,,,Curlew Sandpiper,Calidris ferruginea,Pierre Deviche,2024-07-20,2024,4.95,39,North America,4.95
619068153,NIKON D500,,100,500 mm,Flash did not fire,f/7.1,1/400 sec,2808 pixels x 1892 pixels,3.63 MB,,,,,Yellow-headed Caracara,Daptrius chimachima,Caleb P.,2024-05-14,2024,4.95,39,North America,4.95
345251401,Canon EOS 70D,TAMRON SP 150-600mm F/5-6.3 Di VC USD G2 A022,400,600 mm,Flash did not fire,f/8.0,1/500 sec,5472 pixels x 3648 pixels,2.8 MB,,,,,Collared Pratincole,Glareola pratincola,Rubén López Baena,2021-05-31,2021,4.95,61,Europe,4.95
602286241,Canon EOS R5,EF300mm f/2.8L IS II USM,,300 mm,Flash did not fire,f/2.8,1/500 sec,4427 pixels x 3162 pixels,3.85 MB,,,,,Limpkin,Aramus guarauna,Gerard Phillips,2023-08-10,2023,4.95,37,North America,4.95
334494811,NIKON D500,,500,500 mm,Flash did not fire,f/7.1,1/1250 sec,4656 pixels x 2619 pixels,2.8 MB,,,,,Cetti's Warbler,Cettia cetti,Ogün Aydin,2018-02-27,2018,4.95,93,Asia,4.95
376317621,Canon EOS 90D,150-600mm F5-6.3 DG OS HSM | Contemporary 015,125,600 mm,Flash did not fire,f/6.3,1/800 sec,4445 pixels x 2944 pixels,2 MB,,,,,LeConte's Sparrow,Ammospiza leconteii,Wei Lu,2021-10-09,2021,4.95,38,North America,4.95
500238701,Canon EOS R7,,400,600 mm,Flash did not fire,f/8.0,1/320 sec,3966 pixels x 2740 pixels,4.1 MB,,,,,Evening Grosbeak,Coccothraustes vespertinus,Larry Reis,2022-11-03,2022,4.95,38,North America,4.95
552119441,Canon EOS 7D Mark II,EF400mm f/5.6L USM,800,400 mm,Flash did not fire,f/5.6,1/800 sec,2410 pixels x 1607 pixels,2.09 MB,,,,,Trumpeter Finch,Bucanetes githagineus,Gabriela Kretosz,2023-02-25,2023,4.95,83,Asia,4.95
508382721,Canon EOS R5,EF100-400mm f/4.5-5.6L IS II USM +2x III,3200,800 mm,Flash did not fire,f/11.0,1/400 sec,2048 pixels x 1366 pixels,977.8 KB,,,,,Marbled Godwit,Limosa fedoa,Joey McCracken,2022-11-28,2022,4.95,37,North America,4.95
534896841,NIKON D7100,200.0-500.0 mm f/5.6,400,460 mm,Flash did not fire,f/7.1,1/640 sec,2666 pixels x 3333 pixels,2.36 MB,,,,,Double-banded Courser,Smutsornis africanus,Zachary Arnold,2022-11-17,2022,4.95,20,Africa,4.95
391581551,ILCE-6400,Sony FE 200–600mm F5.6–6.3 G OSS (SEL200600G),640,600 mm,Flash did not fire,f/6.3,1/800 sec,3013 pixels x 2009 pixels,4.97 MB,,,,,Common Kingfisher,Alcedo atthis,Raghavendra  Pai,2021-11-28,2021,4.95,169,Asia,4.95
558592711,ILCE-1,FE 200-600mm F5.6-6.3 G OSS,800,600 mm,Flash did not fire,f/6.3,1/2000 sec,3750 pixels x 2500 pixels,6.45 MB,,,,,Masked Shrike,Lanius nubicus,Ran Nathan,2023-04-16,2023,4.95,20,Asia,4.95
146183081,ILCE-6000,E 55-210mm F4.5-6.3 OSS,320,210 mm,"Flash did not fire, auto",f/7.1,1/400 sec,2500 pixels x 1667 pixels,3.27 MB,,,,,Green Pheasant,Phasianus versicolor,Nick Irwin,2019-03-14,2019,4.95,22,Asia,4.95
624417403,NIKON Z6_3,NIKKOR Z 600mm f/6.3 VR S Z TC-1.4x,5000,840 mm,Flash did not fire,f/9.0,1/1250 sec,4658 pixels x 3105 pixels,2.82 MB,,,,,Eurasian Wryneck,Jynx torquilla,Najmuddin Fakhruddin,2024-09-01,2024,4.95,22,Asia,4.95
203514761,Canon EOS-1D X,EF500mm f/4L IS II USM +1.4x III,800,700 mm,"Flash did not fire, auto",f/7.1,1/800 sec,3000 pixels x 2000 pixels,2.28 MB,,,,,Curlew Sandpiper,Calidris ferruginea,Marco Valentini,2015-04-13,2015,4.95,197,Europe,4.95
442455031,COOLPIX P900,,140,285 mm,Flash did not fire,f/6.3,1/500 sec,3626 pixels x 2719 pixels,3.43 MB,,,,,Rufous-tailed Rock-Thrush,Monticola saxatilis,Juan Diego Fernández,2022-05-01,2022,4.95,66,Europe,4.95
595580731,Canon EOS R5,EF400mm f/5.6L USM,400,400 mm,Flash did not fire,f/8.0,1/2000 sec,2000 pixels x 1319 pixels,751.25 KB,,,,,Monteiro's Storm-Petrel,Hydrobates monteiroi,Pedro Nicolau,2023-07-16,2023,4.95,41,Europe,4.95
425381661,Canon EOS 200D,TAMRON SP 150-600mm F/5-6.3 Di VC USD G2 A022,400,329 mm,Flash did not fire,f/7.1,1/250 sec,4552 pixels x 3035 pixels,785.82 KB,,,,,Cetti's Warbler,Cettia cetti,Joaquín Salinas,2022-03-15,2022,4.95,58,Europe,4.95
65131491,Canon EOS 7D Mark II,EF100-400mm f/4.5-5.6L IS II USM,1000,371 mm,"Flash did not fire, auto",f/6.3,1/125 sec,2890 pixels x 2342 pixels,1.75 MB,,,,,Striped Wren-Babbler,Kenopia striata,Craig Robson,2017-07-24,2017,4.95,20,Asia,4.95
314381861,NIKON D7500,,400,600 mm,Flash did not fire,f/6.3,1/2000 sec,2999 pixels x 2000 pixels,855.96 KB,,,,,European Goldfinch,Carduelis carduelis,Shachar Hizkiya,2021-03-06,2021,4.95,127,Asia,4.95
51120231,Canon EOS DIGITAL REBEL XTi,,200,400 mm,"Flash did not fire, auto",f/5.6,1/3200 sec,1024 pixels x 682 pixels,71.73 KB,,,,,Rock Ptarmigan,Lagopus muta,Don-Jean Léandri-Breton,2015-06-04,2015,4.95,41,North America,4.95
388795871,Canon EOS 5D Mark IV,EF100-400mm f/4.5-5.6L IS II USM,250,214 mm,Flash did not fire,f/5.0,1/2500 sec,6720 pixels x 4480 pixels,1.33 MB,,,,,Emperor Penguin,Aptenodytes forsteri,Santiago Imberti,2021-11-16,2021,4.95,175,Antarctica,4.95
414420441,Canon EOS 5D Mark III,EF400mm f/4 DO IS USM,400,400 mm,Flash did not fire,f/4.0,1/1000 sec,5760 pixels x 3840 pixels,750.32 KB,,,,,King Penguin,Aptenodytes patagonicus,Bryce Robinson,2022-01-13,2022,4.95,168,Antarctica,4.95
163198901,NIKON D5200,,800,350 mm,Flash did not fire,f/6.3,1/30 sec,4580 pixels x 2576 pixels,5.85 MB,,,,,White-rumped Shama,Copsychus malabaricus,Sanjay Malik,2019-06-08,2019,4.95,44,Asia,4.95
228651041,Canon EOS 7D Mark II,,800,500 mm,"Flash did not fire, auto",f/4.0,1/160 sec,2000 pixels x 1333 pixels,1.78 MB,,,,,Western Capercaillie,Tetrao urogallus,Ivan Sjögren,2020-04-19,2020,4.95,302,Europe,4.95
609559578,ILCE-9,FE 200-600mm F5.6-6.3 G OSS,6400,600 mm,Flash did not fire,f/6.3,1/400 sec,2818 pixels x 1879 pixels,1.48 MB,,,,,Blue-headed Vireo,Vireo solitarius,L Lang,2023-10-03,2023,4.95,38,North America,4.95
65433811,Canon EOS 7D,EF300mm f/2.8L IS USM +1.4x,200,420 mm,"Flash did not fire, auto",f/8.0,1/1250 sec,4303 pixels x 2695 pixels,4.44 MB,,,,,Steller's Sea-Eagle,Haliaeetus pelagicus,Christoph Moning,2017-02-22,2017,4.95,218,Asia,4.95
169758491,Canon EOS 7D,EF500mm f/4L IS USM,100,500 mm,"Flash did not fire, auto",f/4.0,1/400 sec,4999 pixels x 3333 pixels,6.9 MB,,,,,Bare-throated Tiger-Heron,Tigrisoma mexicanum,Chris Sayers,2019-07-09,2019,4.94,111,North America,4.94
172342221,NIKON D7200,200.0-500.0 mm f/5.6,800,500 mm,"Flash did not fire, auto",f/7.1,1/200 sec,4887 pixels x 3258 pixels,3.97 MB,,,,,Pigeon Guillemot,Cepphus columba,Drew Beamer,2019-08-03,2019,4.94,207,North America,4.94
88246261,Canon EOS 5D Mark IV,EF400mm f/4 DO IS II USM +1.4x III,5000,560 mm,"Flash did not fire, auto",f/7.1,1/640 sec,1200 pixels x 800 pixels,482.38 KB,,,,,Bugun Liocichla,Liocichla bugunorum,Gavin Emmons,2016-11-24,2016,4.94,35,Asia,4.94
250101811,NIKON D5,,1000,500 mm,Flash did not fire,f/5.6,1/500 sec,3000 pixels x 2000 pixels,8.69 MB,,,,,Golden Pheasant,Chrysolophus pictus,xiwen CHEN,2019-01-14,2019,4.94,36,Asia,4.94
465307821,NIKON D500,,280,410 mm,Flash did not fire,f/5.6,3/2000 sec,2047 pixels x 1365 pixels,974.67 KB,,,,,Greater Flamingo,Phoenicopterus roseus,Parth Kansara,2018-09-03,2018,4.94,68,Asia,4.94
290932371,NIKON D500,,180,500 mm,Flash did not fire,f/5.6,1/200 sec,3708 pixels x 2676 pixels,5.73 MB,,,,,Red-headed Woodpecker,Melanerpes erythrocephalus,Jeff Packer,2020-12-25,2020,4.94,71,North America,4.94
164786491,NIKON D500,,1425,,Flash did not fire,,,4705 pixels x 3136 pixels,2.17 MB,,,,,Ferruginous Pygmy-Owl,Glaucidium brasilianum,John Kuenzli,2019-06-04,2019,4.94,112,North America,4.94
344259701,NIKON D500,,500,150 mm,Flash did not fire,f/5.0,1/5000 sec,4504 pixels x 3002 pixels,2.47 MB,,,,,Southern Fulmar,Fulmarus glacialoides,Anonymous,2021-05-27,2021,4.94,689,Australia,4.94
411291931,Canon EOS 7D Mark II,EF100-400mm f/4.5-5.6L IS II USM,320,400 mm,Flash did not fire,f/5.6,1/1250 sec,2048 pixels x 1201 pixels,243.33 KB,,,,,Northern Harrier,Circus hudsonius,Mhairi McFarlane,2022-01-30,2022,4.94,47,North America,4.94
182399821,Canon EOS 6D Mark II,EF500mm f/4L IS II USM +1.4x III,500,700 mm,"Flash did not fire, auto",f/8.0,1/800 sec,4322 pixels x 2884 pixels,6.58 MB,,,,,Yellow-tufted Honeyeater (Yellow-tufted),Lichenostomus melanops melanops/meltoni,Imogen Warren,2019-10-03,2019,4.94,31,Australia,4.94
190547851,Canon EOS-1D X Mark II,EF600mm f/4L IS II USM +1.4x III,1000,840 mm,"Flash did not fire, auto",f/6.3,1/320 sec,1500 pixels x 1000 pixels,795.4 KB,,,,,Pink Robin,Petroica rodinogaster,Laurie Ross | Tracks Birding & Photography Tours,2019-11-30,2019,4.94,515,Australia,4.94
247504741,Canon EOS 7D,,250,400 mm,"Flash did not fire, auto",f/5.6,0.04 sec,4300 pixels x 2702 pixels,9.39 MB,,,,,Barred Owl,Strix varia,mark daly,2019-03-08,2019,4.94,257,North America,4.94
313010031,Canon EOS 7D Mark II,EF400mm f/4 DO IS II USM +1.4x III,400,560 mm,Flash did not fire,f/6.3,1/2000 sec,4912 pixels x 3275 pixels,5.98 MB,,,,,Long-tailed Meadowlark,Leistes loyca,Michel Gutierrez,2018-03-12,2018,4.94,51,South America,4.94
614265484,Canon EOS R7,RF100-500mm F4.5-7.1 L IS USM,1000,500 mm,Flash did not fire,f/7.1,1/1600 sec,4871 pixels x 3247 pixels,5.66 MB,,,,,Gray Wagtail,Motacilla cinerea,nitay haiun,2024-02-01,2024,4.94,36,Asia,4.94
237548831,ILCE-9M2,FE 600mm F4 GM OSS,1250,600 mm,"Flash did not fire, auto",f/4.0,1/3200 sec,900 pixels x 1200 pixels,634.58 KB,,,,,Pectoral Sandpiper,Calidris melanotos,Geoff Newhouse,2020-05-22,2020,4.94,131,North America,4.94
574836601,Canon EOS 7D Mark II,120-400mm,640,400 mm,Flash did not fire,f/7.1,1/80 sec,4921 pixels x 3281 pixels,9.15 MB,,,,,Eurasian Scops-Owl,Otus scops,Liron Grau,2023-05-18,2023,4.94,72,Asia,4.94
613205832,ILCE-7RM4A,FE 200-600mm F5.6-6.3 G OSS,2000,600 mm,Flash did not fire,f/6.3,1/1250 sec,6892 pixels x 5169 pixels,6.45 MB,,,,,Gray-crowned Rosy-Finch,Leucosticte tephrocotis,Colin Koerselman,2024-01-06,2024,4.94,32,North America,4.94
192450401,NIKON D850,600.0 mm f/4.0,500,850 mm,Flash did not fire,f/7.1,1/4000 sec,2000 pixels x 1500 pixels,221.61 KB,,,,,American White Pelican,Pelecanus erythrorhynchos,Gerrit Vyn,2019-04-26,2019,4.94,81,North America,4.94
232373651,Canon EOS 7D Mark II,EF100-400mm f/4.5-5.6L IS II USM,5000,400 mm,"Flash did not fire, auto",f/5.6,1/30 sec,5472 pixels x 3648 pixels,8.12 MB,,,,,Eastern Screech-Owl,Megascops asio,Cole Winstanley,2020-05-08,2020,4.94,72,North America,4.94
475761351,NIKON D500,,10000,500 mm,Flash did not fire,f/7.1,27961/44737601 sec,5568 pixels x 3712 pixels,6.6 MB,,,,,Least Bittern,Botaurus exilis,Sue Palmer,2022-08-16,2022,4.94,72,North America,4.94
154436301,Canon EOS 7D Mark II,EF100-400mm f/4.5-5.6L IS II USM,250,400 mm,"Flash did not fire, auto",f/5.6,1/500 sec,1624 pixels x 1136 pixels,1.05 MB,,,,,Blue Grosbeak,Passerina caerulea,Mark R Johnson,2019-04-28,2019,4.94,100,North America,4.94
609639846,Canon EOS 7D Mark II,EF400mm f/5.6L USM,1000,400 mm,Flash did not fire,f/11.0,1/1600 sec,3000 pixels x 2000 pixels,2.33 MB,,,,,Brown Booby,Sula leucogaster,Ryan Douglas,2023-10-06,2023,4.94,33,North America,4.94
365331611,Canon EOS 7D Mark II,EF100-400mm f/4.5-5.6L IS II USM,640,400 mm,Flash did not fire,f/8.0,1/4000 sec,1862 pixels x 1337 pixels,1.86 MB,,,,,Black Tern,Chlidonias niger,George Armistead | Hillstar Nature,2021-08-29,2021,4.94,111,North America,4.94
456714371,Canon EOS 7D Mark II,EF500mm f/4L IS II USM,200,500 mm,Flash did not fire,f/4.0,1/2000 sec,3326 pixels x 1871 pixels,4.65 MB,,,,,Spotted Sandpiper,Actitis macularius,Greg Pasek,2022-06-04,2022,4.94,78,North America,4.94
347790711,NIKON D5500,200.0-500.0 mm f/5.6,2500,340 mm,Flash did not fire,f/8.0,1/320 sec,4791 pixels x 3281 pixels,4.6 MB,,,,,Agami Heron,Agamia agami,Alexander Montero,2021-06-08,2021,4.94,382,North America,4.94
388021541,NIKON D850,300.0 mm f/2.8,1600,420 mm,Flash did not fire,f/4.0,1/640 sec,3096 pixels x 2064 pixels,1.61 MB,,,,,Painted Bunting,Passerina ciris,Brandon Nidiffer,2020-05-19,2020,4.94,124,North America,4.94
117086831,Canon EOS 5D Mark III,,1750,560 mm,,,1/320 sec,5000 pixels x 2813 pixels,9.07 MB,,,,,Shining Sunbeam,Aglaeactis cupripennis,Renato Espinosa,2018-09-04,2018,4.94,51,South America,4.94
71829341,Canon EOS 7D Mark II,EF600mm f/4L IS II USM,100,600 mm,"Flash did not fire, auto",f/8.0,1/500 sec,3044 pixels x 1978 pixels,2.74 MB,,,,,LeConte's Sparrow,Ammospiza leconteii,Jeff Timmons,2017-10-14,2017,4.94,235,North America,4.94
432138011,NIKON D500,,100,400 mm,Flash did not fire,f/6.3,1/800 sec,2783 pixels x 1855 pixels,509.67 KB,,,,,Cliff Swallow,Petrochelidon pyrrhonota,Anne Spiers,2022-04-04,2022,4.94,428,North America,4.94
301851271,NIKON D500,150.0-600.0 mm f/5.0-6.3,1600,600 mm,Flash did not fire,f/8.0,1/1000 sec,3872 pixels x 2581 pixels,5.28 MB,,,,,Purple Sandpiper,Calidris maritima,Christian Briand,2021-01-27,2021,4.94,114,North America,4.94
198339651,Canon EOS 7D Mark II,,250,400 mm,"Flash did not fire, auto",f/5.6,1/500 sec,3607 pixels x 2307 pixels,1.09 MB,,,,,Volcano Junco,Junco vulcani,Sarah Dzielski,2019-12-27,2019,4.94,72,North America,4.94
492025201,NIKON D500,150.0-600.0 mm f/5.0-6.3,6400,600 mm,Flash did not fire,f/6.3,1/125 sec,3192 pixels x 2124 pixels,3.65 MB,,,,,Nelson's Sparrow,Ammospiza nelsoni,Adam Cunningham,2022-10-09,2022,4.94,106,North America,4.94
627491127,NIKON D500,500.0 mm f/5.6,1600,500 mm,Flash did not fire,f/5.6,1/1000 sec,3135 pixels x 2451 pixels,3.54 MB,,,,,Swallow-tailed Gull,Creagrus furcatus,Linda Gal,2024-12-13,2024,4.94,67,North America,4.94
213587491,Canon EOS-1D X Mark II,EF500mm f/4L IS II USM +1.4x III,1600,700 mm,"Flash did not fire, auto",f/6.3,1/500 sec,5472 pixels x 3648 pixels,8.04 MB,,,,,Brown Quail,Synoicus ypsilophorus,David Irving,2020-02-29,2020,4.94,396,Australia,4.94
156064841,Canon EOS-1D X Mark II,EF600mm f/4L IS II USM +1.4x III,800,840 mm,"Flash did not fire, auto",f/7.1,1/1000 sec,2048 pixels x 1536 pixels,571.66 KB,,,,,Dickcissel,Spiza americana,Mike Cameron,2019-05-04,2019,4.94,87,North America,4.94
614433258,NIKON D7100,,140,400 mm,Flash did not fire,f/8.0,1/320 sec,6000 pixels x 4000 pixels,3.11 MB,,,,,Allen's Gallinule,Porphyrio alleni,Sarel Snyman,2024-02-05,2024,4.94,54,Africa,4.94
346131641,Canon EOS R5,EF800mm f/5.6L IS USM,640,800 mm,Flash did not fire,f/6.3,1073741/4294967295 sec,3291 pixels x 2158 pixels,1.55 MB,,,,,Semipalmated Plover,Charadrius semipalmatus,Michael Brown,2021-05-21,2021,4.94,87,North America,4.94
166003391,Canon EOS 7D,EF400mm f/5.6L USM,320,400 mm,"Flash did not fire, auto",f/6.3,1/640 sec,5059 pixels x 3373 pixels,5.26 MB,,,,,Least Bittern,Botaurus exilis,Davey Walters,2019-06-23,2019,4.94,608,North America,4.94
613639949,Canon EOS R7,RF600mm F11 IS STM,500,600 mm,Flash did not fire,f/11.0,1/500 sec,3133 pixels x 2088 pixels,5.19 MB,,,,,Zitting Cisticola,Cisticola juncidis,Vikram S,2024-01-17,2024,4.94,50,Asia,4.94
621304695,NIKON D500,,800,500 mm,Flash did not fire,f/7.1,1/320 sec,6000 pixels x 4000 pixels,8.13 MB,,,,,Eurasian Coot,Fulica atra,Kalyan Gantait,2024-07-09,2024,4.94,49,Asia,4.94
530865141,OM-1,M.100-400mm F5.0-6.3 + MC-14,640,560 mm,Flash did not fire,f/9.0,1/1250 sec,2498 pixels x 1873 pixels,1.28 MB,,,,,Marsh Tit,Poecile palustris,Miguel Lopez,2023-02-02,2023,4.94,54,Europe,4.94
373844731,Canon EOS 60D,EF-S18-200mm f/3.5-5.6 IS,200,160 mm,Flash did not fire,f/7.1,1/500 sec,3931 pixels x 2620 pixels,1.04 MB,,,,,Blue Jay,Cyanocitta cristata,Josh Lefever,2021-09-29,2021,4.94,36,North America,4.94
