catalog_number,model,lens,iso,focal_length,flash,f-stop,shutter_speed,dimensions,original_file_size,recorder,microphone,accessories,camera,common_name,scientific_name,photographer,date,year,rating,num_ratings,location
312869271,Canon EOS 7D Mark II,150-600mm F5-6.3 DG OS HSM | Contemporary 015,400,267 mm,Flash did not fire,f/6.3,27961/44737601 sec,3692 pixels x 2925 pixels,1.76 MB,,,,,Great Blue Heron (Great Blue),Ardea herodias [herodias Group],Liam Ragan,2021-03-01,2021,4.9,101,North America
413920091,COOLPIX P950,,800,89.2 mm,Flash did not fire,f/5.0,1/40 sec,4608 pixels x 3456 pixels,3.56 MB,,,,,Northern Saw-whet Owl,Aegolius acadicus,Suzy Wright,2022-02-07,2022,4.9,50,North America
124851921,COOLPIX B700,,110,361.2 mm,"Flash did not fire, auto",f/6.5,1/250 sec,5184 pixels x 3888 pixels,3.4 MB,,,,,Striated Heron,Butorides striata,Jorge Galván,2018-11-18,2018,4.9,21,South America
619978627,Canon EOS R6,TAMRON SP 150-600mm F/5-6.3 Di VC USD G2 A022,2500,600 mm,Flash did not fire,f/9.0,1/640 sec,2715 pixels x 1810 pixels,4.25 MB,,,,,Spotted Pardalote,Pardalotus punctatus,Darren Hibberd,2024-06-03,2024,4.9,77,Australia
617709203,Canon EOS R6m2,RF100-500mm F4.5-7.1 L IS USM,500,500 mm,Flash did not fire,f/8.0,1/800 sec,3650 pixels x 2053 pixels,5.06 MB,,,,,Yellow-tufted Honeyeater,Lichenostomus melanops,Jack Armstrong,2024-04-21,2024,4.9,73,Australia
274821691,NIKON D7200,500.0 mm f/4.0,800,500 mm,Flash did not fire,f/5.0,1/400 sec,1200 pixels x 857 pixels,293.36 KB,,,,,Winter Wren,Troglodytes hiemalis,mark kraus,2020-10-25,2020,4.9,50,North America
119783031,COOLPIX P610,,320,309.6 mm,"Flash did not fire, auto",f/6.5,1/250 sec,4608 pixels x 3456 pixels,2.69 MB,,,,,Blue-bearded Helmetcrest,Oxypogon cyanolaemus,Chris Bell,2018-01-19,2018,4.9,21,South America
176645701,NIKON D7500,150.0-600.0 mm f/5.0-6.3,400,600 mm,"Flash did not fire, auto",f/8.0,1/1000 sec,4675 pixels x 3117 pixels,837.84 KB,,,,,Red-necked Phalarope,Phalaropus lobatus,Darryl Ryan,2019-09-08,2019,4.9,108,North America
239678561,NIKON D5600,,400,280 mm,"Flash did not fire, auto",f/5.6,1/1600 sec,6000 pixels x 4000 pixels,6.53 MB,,,,,Australasian Darter,Anhinga novaehollandiae,Drew Davison,2020-05-30,2020,4.9,31,Australia
309975301,NIKON D7200,200.0-500.0 mm f/5.6,800,480 mm,Flash did not fire,f/5.6,1/500 sec,4278 pixels x 2848 pixels,3.06 MB,,,,,Pheasant Coucal,Centropus phasianinus,Rodney Appleby,2021-01-24,2021,4.9,31,Australia
386733681,NIKON D5500,150.0-600.0 mm f/5.0-6.3,1800,600 mm,Flash did not fire,f/7.1,1/4000 sec,4367 pixels x 2911 pixels,6.09 MB,,,,,White-sided Hillstar,Oreotrochilus leucopleurus,Benjamin Figueroa,2021-11-06,2021,4.9,62,South America
408409281,Canon EOS 5D Mark II,150-600mm F5-6.3 DG OS HSM | Contemporary 015,800,600 mm,Flash did not fire,f/6.3,1/160 sec,3850 pixels x 2567 pixels,5.14 MB,,,,,Pine Warbler,Setophaga pinus,Pavel Hanc,2022-01-22,2022,4.9,58,North America
89092011,NIKON D500,200.0-500.0 mm f/5.6,140,460 mm,Flash did not fire,f/5.6,1/500 sec,1920 pixels x 1280 pixels,952.81 KB,,,,,Snow Partridge,Lerwa lerwa,Saurabh Sawant,2018-03-05,2018,4.9,21,Asia
110208751,Canon EOS 7D Mark II,EF300mm f/4L IS USM,4000,300 mm,"Flash did not fire, auto",f/4.0,1/400 sec,2700 pixels x 1800 pixels,4.57 MB,,,,,Scaly Thrush (Scaly),Zoothera dauma dauma,Tsai-Yu WU,2016-06-03,2016,4.9,21,Asia
337276301,NIKON D500,,250,600 mm,Flash did not fire,f/6.3,1/800 sec,1024 pixels x 696 pixels,383.81 KB,,,,,Daurian Starling,Agropsar sturninus,Dmitry Korobov,2021-05-10,2021,4.9,21,Asia
194678271,NIKON D5300,200.0-500.0 mm f/5.6,800,500 mm,Flash did not fire,f/6.3,1/640 sec,4348 pixels x 2903 pixels,7.92 MB,,,,,Great Barbet,Psilopogon virens,Dr. Pankaj Chibber,2019-12-21,2019,4.9,21,Asia
361632911,NIKON D5,600.0 mm f/4.0,1600,600 mm,Flash did not fire,f/5.6,1/640 sec,3600 pixels x 2400 pixels,4.65 MB,,,,,Painted Francolin,Francolinus pictus,Prabhakar Manjunath,2021-08-15,2021,4.9,40,Asia
94228131,Canon EOS-1D X Mark II,EF500mm f/4L IS II USM +1.4x III,6400,700 mm,"Flash did not fire, auto",f/7.1,1/2000 sec,2114 pixels x 1574 pixels,348.22 KB,,,,,Worm-eating Warbler,Helmitheros vermivorum,Charles Lyon,2018-04-08,2018,4.9,40,North America
150033931,Canon EOS 7D Mark II,,400,500 mm,"Flash did not fire, auto",f/8.0,1/800 sec,1100 pixels x 1100 pixels,1.11 MB,,,,,Eastern Phoebe,Sayornis phoebe,Allen Woodliffe,2019-04-09,2019,4.9,40,North America
196070341,Canon EOS 80D,EF100-400mm f/4.5-5.6L IS II USM,800,400 mm,"Flash did not fire, auto",f/7.1,1/1000 sec,3109 pixels x 2087 pixels,394.38 KB,,,,,Allen's Hummingbird,Selasphorus sasin,Kathleen Waldron,2019-12-29,2019,4.9,40,North America
286431841,COOLPIX P950,,400,499.8 mm,Flash did not fire,f/6.5,0.01 sec,4164 pixels x 3456 pixels,1.18 MB,,,,,Turquoise Cotinga,Cotinga ridgwayi,Mercedes Alpizar,2020-12-05,2020,4.9,51,North America
471310871,ILCE-9,Sony FE 200–600mm F5.6–6.3 G OSS (SEL200600G),400,600 mm,Flash did not fire,f/8.0,1/1600 sec,3263 pixels x 2175 pixels,5.4 MB,,,,,Upland Sandpiper,Bartramia longicauda,Dana Siefer,2022-07-30,2022,4.9,52,North America
450459241,NIKON D7500,200.0-500.0 mm f/5.6,1000,500 mm,Flash did not fire,f/6.3,1/125 sec,4048 pixels x 2699 pixels,2.44 MB,,,,,Black-and-white Warbler,Mniotilta varia,Kade Damant,2022-05-18,2022,4.9,41,North America
347740821,DC-G9,LEICA DG 100-400/F4.0-6.3,320,400 mm,Flash did not fire,f/6.3,1/640 sec,2283 pixels x 1522 pixels,2.28 MB,,,,,Anna's Hummingbird,Calypte anna,Grace Oliver,2021-05-28,2021,4.9,79,North America
88476261,Canon EOS 70D,EF100-400mm f/4.5-5.6L IS USM,400,400 mm,"Flash did not fire, auto",f/8.0,1/1600 sec,1500 pixels x 1056 pixels,996.42 KB,,,,,Black Redstart,Phoenicurus ochruros,Menderes Eyüboğlu,2017-10-25,2017,4.9,41,Asia
418643791,Canon EOS 90D,EF100-400mm f/4.5-5.6L IS II USM +1.4x III,800,437 mm,Flash did not fire,f/8.0,1/1250 sec,3588 pixels x 2392 pixels,1.03 MB,,,,,Grasshopper Sparrow,Ammodramus savannarum,Miriam Baril,2021-07-11,2021,4.9,41,North America
400424461,Canon EOS 2000D,TAMRON SP 150-600mm F/5-6.3 Di VC USD G2 A022,100,600 mm,Flash did not fire,f/6.3,1/320 sec,6000 pixels x 4000 pixels,5.44 MB,,,,,Pin-tailed Sandgrouse,Pterocles alchata,Alejandro Sanz,2020-09-14,2020,4.9,31,Europe
50946431,NIKON D4,600.0 mm f/4.0,3600,1000 mm,Flash did not fire,f/9.0,1/1000 sec,1600 pixels x 1065 pixels,491.02 KB,,,,,Broad-billed Hummingbird,Cynanthus latirostris,Evan Rasmussen,2017-03-05,2017,4.9,41,North America
84999151,Canon EOS 7D Mark II,EF500mm f/4L IS USM +1.4x,400,700 mm,"Flash did not fire, auto",f/5.6,1/800 sec,1620 pixels x 1080 pixels,258.14 KB,,,,,Whooping Crane,Grus americana,Bill Morris,2018-01-22,2018,4.9,67,North America
65344551,Canon EOS 7D Mark II,EF400mm f/5.6L USM,250,400 mm,"Flash did not fire, auto",f/8.0,1/1600 sec,4171 pixels x 3128 pixels,7 MB,,,,,Northern Bobwhite,Colinus virginianus,Chris Thomas,2017-08-06,2017,4.89,53,North America
315362071,NIKON D5600,70.0-300.0 mm f/4.5-6.3,320,300 mm,Flash did not fire,f/6.3,1/640 sec,2855 pixels x 1856 pixels,3.29 MB,,,,,Scaly-breasted Munia,Lonchura punctulata,Sayandeep Maity,2021-01-20,2021,4.89,71,Asia
615410157,ILCE-7M2,FE 200-600mm F5.6-6.3 G OSS,800,600 mm,Flash did not fire,f/6.3,1/2000 sec,4418 pixels x 2945 pixels,1.81 MB,,,,,Canada Goose,Branta canadensis,James Ancona,2024-02-27,2024,4.89,55,North America
399511851,NIKON D500,500.0 mm f/5.6,800,500 mm,Flash did not fire,f/8.0,1/4000 sec,1855 pixels x 1256 pixels,356.57 KB,,,,,Bat Falcon,Falco rufigularis,Chris Bick,2021-12-27,2021,4.89,256,North America
613304060,NIKON D500,200.0-500.0 mm f/5.6,1250,210 mm,Flash did not fire,f/5.6,1/320 sec,5568 pixels x 3712 pixels,10.82 MB,,,,,Southern Cassowary,Casuarius casuarius,Paul Kessler,2024-01-09,2024,4.89,108,Australia
601805701,Canon EOS 7D,70-300mm,400,300 mm,Flash did not fire,f/5.6,1/800 sec,3929 pixels x 2615 pixels,11.65 MB,,,,,Razorbill,Alca torda,Carina Kurz,2023-07-07,2023,4.89,45,Europe
466213831,NIKON D500,,1600,500 mm,Flash did not fire,f/14.0,1/1250 sec,3063 pixels x 2042 pixels,1.47 MB,,,,,Southern Lapwing,Vanellus chilensis,Tori Martel,2022-07-09,2022,4.89,53,North America
352860941,Canon EOS 7D Mark II,150-600mm F5-6.3 DG OS HSM | Contemporary 015,640,600 mm,Flash did not fire,f/6.3,1/640 sec,1250 pixels x 834 pixels,680.25 KB,,,,,Gray-bellied Hawk,Accipiter poliogaster,Ramón  Moller Jensen,2021-07-07,2021,4.89,27,South America
350325391,NIKON D7500,150.0-600.0 mm f/5.0-6.3,400,600 mm,Flash did not fire,f/8.0,1/1500 sec,2923 pixels x 1949 pixels,4.4 MB,,,,,Spectacled Tyrant,Hymenops perspicillatus,Elias Gonzalez,2021-06-20,2021,4.89,27,South America
573679721,COOLPIX P900,,250,178 mm,Flash did not fire,f/5.6,1/500 sec,4604 pixels x 3069 pixels,1.94 MB,,,,,Cattle Tyrant,Machetornis rixosa,Diego Castelli,2023-05-09,2023,4.89,27,South America
369982421,NIKON D500,500.0 mm f/5.6,2000,500 mm,Flash did not fire,f/5.6,1/1250 sec,638 pixels x 1024 pixels,523.13 KB,,,,,Barred Owl,Strix varia,Cynthia Crawford,2021-09-16,2021,4.89,62,North America
210914291,Canon EOS 7D Mark II,EF100-400mm f/4.5-5.6L IS II USM,400,263 mm,"Flash did not fire, auto",f/5.0,1/500 sec,2345 pixels x 1564 pixels,1.33 MB,,,,,Baikal Teal,Sibirionetta formosa,yang yi hsien,2020-02-22,2020,4.89,28,Asia
